ARTIKELNAME;Handelssprache;Lokaler Artikelname;Lieferantenartikelnummer;Lieferanten Firmenname;LIEFERANTENNUMMER;Bruttokaufpreis;Zu- und Abschläge Bezeichnung 1;Zu- und Abschläge Preisart 1;Zu- und Abschläge Wert 1;Zu- und Abschläge Bezeichnung 2;Zu- und Abschläge Preisart 2;Zu- und Abschläge Wert 2;Währung;Artikel-Mengeneinheit;Matchcode;Artikel aktiv;Preis-Eintritt;Warengruppen-Name;Warengruppen Beschreibung;Steuersatz;Zugehörigen Verkaufsartikel erstellen oder aktualisieren;Verkaufsartikel-Nummer;Bruttopreis des zugehörigen Verkaufsartikels;Verkaufsartikel-Währung;Vertriebsweg;Vertriebsweg-Steuersatz;Kurztext 1;Handelssprache;Lokalisierte Kurztext 1;Kurztext 2;Handelssprache;Lokalisierte Kurztext 2;Artikelbeschreibung;Handelssprache;Lokalisierte Artikelbeschreibung;Interner Hinweis;Handelssprache;Lokalisierter interner Hinweis;Artikel-Langbeschreibung;Handelssprache;Lokalisierte Lange Artikelbeschreibung;EAN-Nummer;MPN-Nummer;Artikeltyp;Serienartikel;Hersteller;Bruttogewicht;Nettogewicht;Zolltarifnummer;Länge Artikel;Breite Artikel;Höhe Artikel;Herstellertyp;Einführungsdatum;Sicherheitstage;Mindestlagerbestand;Zielbestand;Wiederbeschaffungstage;Durchschnittliche Lieferzeit;Mindestbestellmenge;Gebindemenge;Lieferantenbestand;Dropshipping möglich;In Dropshipping-Automatisierung ignorieren;Kostenstelle Verkauf;Kostenstelle Einkauf;Kostenart;Primäre Bezugsquelle
Innenecke für Treppenprofil Aluminium eloxiert gebürstet silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141181301XI;;10000;20,78;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DSTAE DP 135-SF-XI, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Aluminium eloxiert gebürstet silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141181301XKL;;10000;14,58;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DSTAE DP 135-SF-XKL, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Aluminium eloxiert gebürstet silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141181301XKR;;10000;14,58;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DSTAE DP 135-SF-XKR, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Aluminium eloxiert gebürstet silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;14118131X;;10000;20,78;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DSTAE DP 135-SF-X, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenstufenprofil mit Auftrittskante Aluminium eloxiert silber 13,5 mm Breite 36 mm Länge 250 cm für Fliesenstufen;;;141181351;;10000;17,12;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;FSTAE 135, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Metalldruckguss eloxiert silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141181352;;10000;5,44;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;FSTAE 135-X, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Metalldruckguss eloxiert silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141181353;;10000;5,44;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;FSTAE 135-XI, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Metalldruckguss eloxiert silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141181354;;10000;5,44;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;FSTAE 135-XKL, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Metalldruckguss eloxiert silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141181355;;10000;5,44;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;FSTAE 135-XKR, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Arbeitsplatten-Abschlussprofil Aluminium eloxiert silber 11 mm Länge 300 cm für Küchen- und Arbeitsplattenbereiche;;;141182100;;10000;30,04;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DSTAE DP 110, 300;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Arbeitsplatten-Abschlussprofil Aluminium eloxiert gebürstet silber 11 mm Länge 300 cm für Küchen- und Arbeitsplattenbereiche;;;14118210030;;10000;37,16;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DSTAE DP 110-SF, 300;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenprofil Holzoptik Aluminium, Holz glatt eiche 13,5 mm Länge 250 cm für Fliesenstufen;;;141201250P;;10000;54,44;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DSTWP 1201, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Treppenprofil Holzoptik Aluminium, Holz glatt eiche 13,5 mm Länge 250 cm für Fliesenstufen;;;141201250T;;10000;54,44;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DSTWT 1201, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Aluminium eloxiert silber 9 mm Blister 2 Stück für Fliesenstufen;;;141211110;;10000;8,28;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 90-X, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Aluminium eloxiert silber 9 mm Blister 2 Stück für Fliesenstufen;;;141211112;;10000;8,28;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 90-XI, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Aluminium eloxiert silber 9 mm Blister 2 Stück für Fliesenstufen;;;141211114;;10000;8,28;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 90-XKL, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Aluminium eloxiert silber 9 mm Blister 2 Stück für Fliesenstufen;;;1412111141;;10000;8,28;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 90-XKR, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Treppenprofil Aluminium eloxiert silber 9 mm Breite 39 mm Länge 300 cm für Fliesenstufen;;;141211209;;10000;11,06;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;SQSAE 90, 300;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Treppenprofil Aluminium eloxiert silber 11 mm Breite 39 mm Länge 300 cm für Fliesenstufen;;;141211211;;10000;12,46;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;SQSAE 110, 300;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Aluminium eloxiert silber 11 mm Blister 2 Stück für Fliesenstufen;;;141211212;;10000;8,96;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 110-X, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Treppenprofil Aluminium eloxiert silber 13,5 mm Breite 39 mm Länge 300 cm für Fliesenstufen;;;141211213;;10000;13,80;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;SQSAE 135, 300;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Aluminium eloxiert silber 11 mm Blister 2 Stück für Fliesenstufen;;;141211214;;10000;8,96;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 110-XI, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Aluminium eloxiert silber 11 mm Blister 2 Stück für Fliesenstufen;;;141211215;;10000;8,28;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 110-XKL, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Aluminium eloxiert silber 11 mm Blister 2 Stück für Fliesenstufen;;;1412112151;;10000;8,28;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 110-XKR, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Treppenprofil Aluminium eloxiert silber 9 mm Breite 39 mm Länge 250 cm für Fliesenstufen;;;141211809;;10000;11,06;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;SQSAE 90, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Treppenprofil Aluminium eloxiert silber 11 mm Breite 39 mm Länge 250 cm für Fliesenstufen;;;141211811;;10000;12,46;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;SQSAE 110, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Treppenprofil Aluminium eloxiert silber 13,5 mm Breite 39 mm Länge 250 cm für Fliesenstufen;;;141211813;;10000;13,80;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;SQSAE 135, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Aluminium eloxiert silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141211814;;10000;9,66;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 135-X, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Aluminium eloxiert silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141211815;;10000;9,66;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 135-XI, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Aluminium eloxiert silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;141211816;;10000;8,28;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 135-XKL, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Aluminium eloxiert silber 13,5 mm Blister 2 Stück für Fliesenstufen;;;1412118161;;10000;8,28;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 135-XKR, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 22 mm Blister 2 Stück für Fliesenstufen;;;141216111;;10000;9,68;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSACM 2216-X, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 22 mm Blister 2 Stück für Fliesenstufen;;;141216112;;10000;9,68;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSACM 2216-XI, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 22 mm Blister 2 Stück für Fliesenstufen;;;141216113;;10000;9,68;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSACM 2216-XKL, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Aluminium pulverbeschichtet anthrazitgrau matt (RAL 7016) 22 mm Blister 2 Stück für Fliesenstufen;;;141216114;;10000;9,68;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSACM 2216-XKR, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Treppenprofil Aluminium eloxiert titan 9 mm Breite 39 mm Länge 250 cm für Fliesenstufen;;;141216809;;10000;12,46;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;SQSAE 90-T, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Treppenprofil Aluminium eloxiert titan 11 mm Breite 39 mm Länge 250 cm für Fliesenstufen;;;141216811;;10000;13,80;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;SQSAE 110-T, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Aluminium eloxiert titan 11 mm Blister 2 Stück für Fliesenstufen;;;141216812;;10000;9,32;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 110-T-X, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Treppenprofil Aluminium eloxiert titan 13,5 mm Breite 39 mm Länge 250 cm für Fliesenstufen;;;141216813;;10000;15,20;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;SQSAE 135-T, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Aluminium eloxiert titan 9 mm Blister 2 Stück für Fliesenstufen;;;141216814;;10000;8,62;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 90-T-X, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Aluminium eloxiert titan 9 mm Blister 2 Stück für Fliesenstufen;;;141216815;;10000;8,62;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 90-T-XI, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Aluminium eloxiert titan 9 mm Blister 2 Stück für Fliesenstufen;;;141216816;;10000;8,28;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 90-T-XKL, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Aluminium eloxiert titan 9 mm Blister 2 Stück für Fliesenstufen;;;1412168161;;10000;8,28;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 90-T-XKR, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Aluminium eloxiert titan 11 mm Blister 2 Stück für Fliesenstufen;;;141216817;;10000;9,32;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 110-T-XI, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Aluminium eloxiert titan 11 mm Blister 2 Stück für Fliesenstufen;;;141216818;;10000;8,28;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 110-T-XKL, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Aluminium eloxiert titan 11 mm Blister 2 Stück für Fliesenstufen;;;1412168181;;10000;8,28;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 110-T-XKR, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Treppenprofil Aluminium eloxiert titan 13,5 mm Blister 2 Stück für Fliesenstufen;;;141216819;;10000;10,04;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 135-T-X, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Treppenprofil Aluminium eloxiert titan 13,5 mm Blister 2 Stück für Fliesenstufen;;;141216820;;10000;10,04;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 135-T-XI, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe links für Treppenprofil Aluminium eloxiert titan 13,5 mm Blister 2 Stück für Fliesenstufen;;;141216821;;10000;8,28;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 135-T-XKL, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Endkappe rechts für Treppenprofil Aluminium eloxiert titan 13,5 mm Blister 2 Stück für Fliesenstufen;;;1412168211;;10000;8,28;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;SQSAE 135-T-XKR, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
